order_index,call_type,agent,execution_name,model_name,input_tokens,output_tokens,cached_input_tokens,reasoning_tokens,total_tokens,retry_count,has_content,tool_calls,tool_durations,ts
0,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,2993,388,945,0,3381,0,True,[],[],2026-09-01T15:37:32.969904+00:00
1,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3791,247,0,0,4038,0,True,"[""spider"", ""spider""]","[2.078634, 0.001176]",2026-09-01T15:37:38.071462+00:00
2,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5167,227,3787,0,5394,0,True,"[""http_get"", ""http_get""]","[0.567227, 0.000834]",2026-09-01T15:37:44.196981+00:00
3,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,6352,249,5163,0,6601,0,True,"[""register_credentials"", ""register_credentials""]","[0.275975, 0.000975]",2026-09-01T15:37:49.000923+00:00
4,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,6601,115,6348,0,6716,0,True,"[""spider"", ""spider""]","[2.598038, 0.001595]",2026-09-01T15:37:51.514256+00:00
5,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,10521,355,6597,0,10876,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[1.693998, 6.2e-05, 3.5e-05, 0.001181, 3.6e-05, 2.3e-05]",2026-09-01T15:38:00.531526+00:00
6,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,16471,235,10517,0,16706,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[1.699434, 5.1e-05, 6.4e-05, 0.001136, 3e-05, 3.2e-05]",2026-09-01T15:38:07.643099+00:00
7,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,22373,203,16467,0,22576,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[1.664927, 6e-05, 3.7e-05, 0.00103, 3.6e-05, 2.3e-05]",2026-09-01T15:38:14.496179+00:00
8,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,27923,193,22369,0,28116,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[1.786806, 5.9e-05, 4.2e-05, 0.001364, 2.5e-05, 2.9e-05]",2026-09-01T15:38:21.163594+00:00
9,reflect,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,30631,1890,0,0,32521,0,True,[],[],2026-09-01T15:39:04.900984+00:00
10,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,34287,617,0,0,34904,0,True,[],[],2026-09-01T15:39:26.226186+00:00
11,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3757,95,2989,0,3852,0,True,[],[],2026-09-01T15:39:28.403056+00:00
12,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3854,58,3753,0,3912,0,True,[],[],2026-09-01T15:39:29.731160+00:00
13,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3918,38,3850,0,3956,0,False,[],[],2026-09-01T15:39:30.754590+00:00
14,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3973,46,3914,0,4019,0,False,[],[],2026-09-01T15:39:31.889954+00:00
15,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,4022,64,3969,0,4086,0,False,[],[],2026-09-01T15:39:33.265169+00:00
16,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,4328,56,4018,0,4384,0,False,[],[],2026-09-01T15:39:34.655336+00:00
17,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,4376,115,4324,0,4491,0,True,[],[],2026-09-01T15:39:36.725787+00:00
18,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,7503,183,4372,0,7686,0,True,[],[],2026-09-01T15:39:40.609885+00:00
19,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,12960,869,7499,0,13829,0,True,[],[],2026-09-01T15:39:55.144369+00:00
