order_index,call_type,agent,execution_name,model_name,input_tokens,output_tokens,cached_input_tokens,reasoning_tokens,total_tokens,retry_count,has_content,tool_calls,tool_durations,ts
0,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,2930,463,945,0,3393,0,True,[],[],2026-09-03T10:22:21.542280+00:00
1,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3842,577,0,0,4419,0,True,"[""spider"", ""kb_list_dir"", ""spider""]","[2.604844, 3.7e-05, 0.001466]",2026-09-03T10:22:30.969871+00:00
2,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5246,257,3838,0,5503,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[1.751413, 4.4e-05, 2.2e-05, 0.001036, 2.8e-05, 2.1e-05]",2026-09-03T10:22:37.875595+00:00
3,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,8701,290,5242,0,8991,0,True,"[""register_credentials"", ""register_credentials""]","[0.258037, 0.001044]",2026-09-03T10:22:44.990290+00:00
4,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,8947,344,8697,0,9291,0,True,"[""spider"", ""spider""]","[2.080518, 0.00127]",2026-09-03T10:22:50.612820+00:00
5,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,12854,392,8943,0,13246,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[2.472003, 5.4e-05, 3.3e-05, 3.6e-05, 0.001019, 2.1e-05, 2.7e-05, 2.3e-05]",2026-09-03T10:22:59.794952+00:00
6,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,20173,328,12850,0,20501,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[2.219349, 5.5e-05, 4.2e-05, 3.6e-05, 0.001125, 3.2e-05, 2.8e-05, 1.9e-05]",2026-09-03T10:23:09.590413+00:00
7,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,27201,197,20169,0,27398,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[1.652894, 6e-05, 4e-05, 0.001433, 4e-05, 2.8e-05]",2026-09-03T10:23:17.330571+00:00
8,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,32495,242,27197,0,32737,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[1.690309, 6.4e-05, 3.1e-05, 0.001271, 3.5e-05, 2.3e-05]",2026-09-03T10:23:24.727611+00:00
9,reflect,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,36167,2565,0,0,38732,0,True,[],[],2026-09-03T10:24:16.974787+00:00
10,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,39973,220,0,0,40193,0,True,"[""kb_get""]",[0.005062],2026-09-03T10:24:33.217511+00:00
11,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,40054,67,39969,0,40121,0,True,"[""kb_list_dir""]",[0.005455],2026-09-03T10:24:34.829504+00:00
12,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,40123,1415,40050,0,41538,0,False,"[""register_finding""]",[0.00557],2026-09-03T10:24:57.154781+00:00
13,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,41530,56,40119,0,41586,0,False,"[""kb_get""]",[0.005087],2026-09-03T10:24:58.944880+00:00
14,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,42917,644,41526,0,43561,0,True,[],[],2026-09-03T10:25:09.860960+00:00
15,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3709,89,2926,0,3798,0,True,[],[],2026-09-03T10:25:11.855388+00:00
16,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5118,1080,3705,0,6198,0,True,[],[],2026-09-03T10:25:27.392003+00:00
17,agent,dast,XSS test on profile and direct_messages,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3440,245,0,0,3685,0,True,"[""kb_list_dir"", ""kb_list_dir"", ""kb_list_dir""]","[0.006324, 0.000752, 3e-05]",2026-09-03T10:25:32.271653+00:00
18,agent,dast,XSS test on profile and direct_messages,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3609,115,3436,0,3724,0,True,"[""kb_get"", ""kb_get""]","[0.004684, 4.3e-05]",2026-09-03T10:25:34.386372+00:00
19,agent,dast,XSS test on profile and direct_messages,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5353,222,3605,0,5575,0,True,"[""http_get"", ""http_get""]","[0.56787, 0.000888]",2026-09-03T10:25:38.241037+00:00
20,agent,dast,XSS test on profile and direct_messages,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,7365,226,5349,0,7591,0,True,"[""http_get"", ""http_get""]","[0.564493, 0.002104]",2026-09-03T10:25:42.793937+00:00
21,agent,dast,XSS test on profile and direct_messages,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,8420,629,7361,0,9049,0,True,[],[],2026-09-03T10:25:52.757421+00:00
22,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,6158,322,5114,0,6480,0,True,[],[],2026-09-03T10:25:58.015952+00:00
23,agent,dast,XSS test on search parameters,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3424,268,1392,0,3692,0,True,"[""kb_get"", ""kb_list_dir"", ""kb_list_dir""]","[0.006031, 0.000325, 2.4e-05]",2026-09-03T10:26:02.813903+00:00
