order_index,call_type,agent,execution_name,model_name,input_tokens,output_tokens,cached_input_tokens,reasoning_tokens,total_tokens,retry_count,has_content,tool_calls,tool_durations,ts
0,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,2993,447,945,0,3440,0,True,[],[],2026-09-02T22:43:16.478401+00:00
1,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3803,163,0,0,3966,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get""]","[1.179613, 4.6e-05, 0.000947, 3e-05]",2026-09-02T22:43:20.316677+00:00
2,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,6568,203,3799,0,6771,0,True,"[""http_get"", ""http_get""]","[0.55481, 0.000996]",2026-09-02T22:43:25.515736+00:00
3,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,8305,253,6564,0,8558,0,True,"[""register_credentials"", ""register_credentials""]","[0.298557, 0.001089]",2026-09-02T22:43:30.394713+00:00
4,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,8546,112,8301,0,8658,0,True,"[""spider"", ""spider""]","[3.147041, 0.001302]",2026-09-02T22:43:32.834420+00:00
5,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,12334,206,8542,0,12540,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[1.782541, 6.4e-05, 3.6e-05, 0.001021, 3.2e-05, 3.1e-05]",2026-09-02T22:43:40.534791+00:00
6,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,18198,198,12330,0,18396,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[1.694043, 5.4e-05, 5.2e-05, 0.00103, 3.5e-05, 2.9e-05]",2026-09-02T22:43:47.285728+00:00
7,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,23833,200,18194,0,24033,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[1.703144, 7.6e-05, 4.3e-05, 0.00136, 4.3e-05, 2.7e-05]",2026-09-02T22:43:53.973179+00:00
8,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,29886,77,23829,0,29963,0,True,"[""kb_list_dir""]",[0.004777],2026-09-02T22:43:59.069534+00:00
9,reflect,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,27628,1183,0,0,28811,0,True,[],[],2026-09-02T22:44:25.296011+00:00
10,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,30371,1564,0,0,31935,0,False,"[""register_finding""]",[0.006853],2026-09-02T22:44:58.446059+00:00
11,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,31934,72,30367,0,32006,0,True,"[""kb_get""]",[0.00424],2026-09-02T22:45:00.458766+00:00
12,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,33496,607,31930,0,34103,0,True,[],[],2026-09-02T22:45:10.494003+00:00
13,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3653,81,2989,0,3734,0,True,[],[],2026-09-02T22:45:12.380622+00:00
14,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5217,539,3649,0,5756,0,True,[],[],2026-09-02T22:45:20.551869+00:00
15,agent,dast,DAST GET endpoints profile friends direct_messages users messages,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3384,257,0,0,3641,0,True,"[""kb_list_dir"", ""kb_list_dir"", ""kb_list_dir""]","[0.006972, 2.8e-05, 0.000284]",2026-09-02T22:45:25.556799+00:00
16,agent,dast,DAST GET endpoints profile friends direct_messages users messages,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3552,108,3380,0,3660,0,True,"[""kb_get"", ""kb_get""]","[0.005462, 5.4e-05]",2026-09-02T22:45:27.618753+00:00
17,agent,dast,DAST GET endpoints profile friends direct_messages users messages,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5975,136,3548,0,6111,0,True,"[""login"", ""login""]","[0.085202, 0.000997]",2026-09-02T22:45:30.628304+00:00
18,agent,dast,DAST GET endpoints profile friends direct_messages users messages,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,6192,174,5971,0,6366,0,True,"[""http_get"", ""http_get""]","[0.552837, 0.000968]",2026-09-02T22:45:33.661457+00:00
19,agent,dast,DAST GET endpoints profile friends direct_messages users messages,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,8267,264,6188,0,8531,0,True,"[""http_get"", ""http_get""]","[0.550907, 0.000972]",2026-09-02T22:45:38.889736+00:00
20,agent,dast,DAST GET endpoints profile friends direct_messages users messages,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,10389,186,8263,0,10575,0,True,"[""http_get"", ""http_get""]","[0.551714, 0.000958]",2026-09-02T22:45:43.104970+00:00
21,agent,dast,DAST GET endpoints profile friends direct_messages users messages,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,11374,191,10385,0,11565,0,True,"[""http_get"", ""http_get""]","[0.553314, 0.001092]",2026-09-02T22:45:47.056190+00:00
22,agent,dast,DAST GET endpoints profile friends direct_messages users messages,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,13337,168,11370,0,13505,0,True,"[""http_get"", ""http_get""]","[0.550834, 0.001028]",2026-09-02T22:45:50.900511+00:00
23,reflect,dast,DAST GET endpoints profile friends direct_messages users messages,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,13557,1007,0,0,14564,0,True,[],[],2026-09-02T22:46:10.072167+00:00
24,agent,dast,DAST GET endpoints profile friends direct_messages users messages,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,15817,148,1336,0,15965,0,True,"[""http_get"", ""http_get""]","[0.554413, 0.00106]",2026-09-02T22:46:17.141751+00:00
25,agent,dast,DAST GET endpoints profile friends direct_messages users messages,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,17264,1145,15813,0,18409,0,True,"[""register_finding"", ""register_finding"", ""register_finding"", ""register_finding""]","[0.008964, 0.000318, 3.5e-05, 0.000568]",2026-09-02T22:46:34.919820+00:00
26,agent,dast,DAST GET endpoints profile friends direct_messages users messages,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,18354,397,17260,0,18751,0,True,[],[],2026-09-02T22:46:41.409659+00:00
