order_index,call_type,agent,execution_name,model_name,input_tokens,output_tokens,cached_input_tokens,reasoning_tokens,total_tokens,retry_count,has_content,tool_calls,tool_durations,ts
0,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,2930,390,945,0,3320,0,True,[],[],2026-09-03T09:18:43.796282+00:00
1,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3778,183,0,0,3961,0,True,"[""kb_list_dir""]",[0.003663],2026-09-03T09:18:47.919808+00:00
2,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3846,146,3774,0,3992,0,True,"[""spider"", ""spider""]","[2.094528, 0.001254]",2026-09-03T09:18:50.394757+00:00
3,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5209,160,3842,0,5369,0,True,"[""http_get"", ""http_get""]","[0.562416, 0.000863]",2026-09-03T09:18:55.495392+00:00
4,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,6388,135,5205,0,6523,0,True,"[""http_get"", ""http_get""]","[0.551951, 0.000932]",2026-09-03T09:18:58.657220+00:00
5,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,7601,211,6384,0,7812,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[1.63402, 3.9e-05, 1.4e-05, 0.001004, 2.4e-05, 1.4e-05]",2026-09-03T09:19:02.900805+00:00
6,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,9361,260,7597,0,9621,0,True,"[""register_credentials"", ""register_credentials""]","[0.253545, 0.001105]",2026-09-03T09:19:08.997566+00:00
7,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,9609,110,9357,0,9719,0,True,"[""http_get"", ""http_get""]","[0.57379, 0.001236]",2026-09-03T09:19:11.392726+00:00
8,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,12436,217,9605,0,12653,0,True,"[""spider"", ""spider""]","[2.633938, 0.001128]",2026-09-03T09:19:16.306610+00:00
9,reflect,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,14047,865,0,0,14912,0,True,[],[],2026-09-03T09:19:36.734998+00:00
10,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,16904,157,1730,0,17061,0,False,"[""http_get"", ""http_get"", ""http_get"", ""http_get""]","[1.128425, 5.1e-05, 0.001576, 4.4e-05]",2026-09-03T09:19:44.149362+00:00
11,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,20013,256,16900,0,20269,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[1.723988, 7e-05, 3.8e-05, 0.001138, 5.5e-05, 2.6e-05]",2026-09-03T09:19:50.324713+00:00
