order_index,call_type,agent,execution_name,model_name,input_tokens,output_tokens,cached_input_tokens,reasoning_tokens,total_tokens,retry_count,has_content,tool_calls,tool_durations,ts
0,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,2930,302,945,0,3232,0,True,[],[],2026-09-03T08:29:09.450950+00:00
1,agent,recon,Initial recon and authentication setup,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3698,181,0,0,3879,0,True,"[""kb_list_dir""]",[0.00403],2026-09-03T08:29:13.524847+00:00
2,agent,recon,Initial recon and authentication setup,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3768,278,3694,0,4046,0,True,"[""http_get"", ""http_get""]","[0.581343, 0.00087]",2026-09-03T08:29:17.782150+00:00
3,agent,recon,Initial recon and authentication setup,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5431,269,3764,0,5700,0,True,"[""register_credentials"", ""register_credentials""]","[0.325876, 0.001067]",2026-09-03T08:29:22.920290+00:00
4,agent,recon,Initial recon and authentication setup,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5683,112,5427,0,5795,0,True,"[""spider"", ""spider""]","[3.220611, 0.00126]",2026-09-03T08:29:25.405399+00:00
5,agent,recon,Initial recon and authentication setup,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,9370,192,5679,0,9562,0,True,"[""http_get"", ""http_get""]","[0.785141, 0.001056]",2026-09-03T08:29:32.795768+00:00
6,agent,recon,Initial recon and authentication setup,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,12148,117,9366,0,12265,0,True,"[""http_get"", ""http_get""]","[0.557611, 0.001166]",2026-09-03T08:29:36.515869+00:00
7,agent,recon,Initial recon and authentication setup,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,13555,115,12144,0,13670,0,True,"[""http_get"", ""http_get""]","[0.562693, 0.001105]",2026-09-03T08:29:39.621084+00:00
8,agent,recon,Initial recon and authentication setup,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,15330,202,13551,0,15532,0,True,"[""http_get"", ""http_get""]","[0.584976, 0.001052]",2026-09-03T08:29:43.975904+00:00
9,reflect,recon,Initial recon and authentication setup,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,16187,585,0,0,16772,0,True,[],[],2026-09-03T08:29:58.216686+00:00
