order_index,call_type,agent,execution_name,model_name,input_tokens,output_tokens,cached_input_tokens,reasoning_tokens,total_tokens,retry_count,has_content,tool_calls,tool_durations,ts
0,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,2993,415,945,0,3408,0,True,[],[],2026-09-02T20:28:39.284914+00:00
1,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3801,390,0,0,4191,0,True,"[""http_get"", ""http_get""]","[0.61656, 0.001082]",2026-09-02T20:28:46.667772+00:00
2,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5465,388,3797,0,5853,0,True,"[""register_credentials"", ""register_credentials""]","[0.305562, 0.000944]",2026-09-02T20:28:53.716262+00:00
3,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5757,125,5461,0,5882,0,True,"[""spider"", ""spider""]","[3.246944, 0.001793]",2026-09-02T20:28:56.448953+00:00
4,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,9437,407,5753,0,9844,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[2.368038, 5.6e-05, 5.2e-05, 3.6e-05, 0.001043, 3.7e-05, 3.2e-05, 2.5e-05]",2026-09-02T20:29:07.068416+00:00
5,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,17190,243,9433,0,17433,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[2.384284, 5.8e-05, 5.1e-05, 3e-05, 0.001561, 4.1e-05, 4.2e-05, 3.1e-05]",2026-09-02T20:29:15.714258+00:00
6,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,23113,252,17186,0,23365,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[2.340621, 6.2e-05, 6.7e-05, 5e-05, 0.001305, 4.5e-05, 3.2e-05, 2.8e-05]",2026-09-02T20:29:24.076142+00:00
7,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,32045,2169,23109,0,34214,0,True,"[""register_finding""]",[0.005905],2026-09-02T20:30:04.038678+00:00
8,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,33370,475,32041,0,33845,0,True,[],[],2026-09-02T20:30:12.437362+00:00
9,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3714,96,2989,0,3810,0,True,[],[],2026-09-02T20:30:14.788575+00:00
10,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5019,661,3710,0,5680,0,True,[],[],2026-09-02T20:30:25.126362+00:00
11,agent,dast,DAST on GET query parameters,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3403,189,0,0,3592,0,True,"[""kb_list_dir"", ""kb_list_dir"", ""kb_list_dir""]","[0.005608, 0.000442, 0.000565]",2026-09-02T20:30:29.408751+00:00
12,agent,dast,DAST on GET query parameters,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3572,120,3399,0,3692,0,True,"[""kb_get"", ""kb_get""]","[0.006041, 0.000259]",2026-09-02T20:30:31.643403+00:00
13,agent,dast,DAST on GET query parameters,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5732,79,3568,0,5811,0,True,"[""login"", ""login""]","[0.101354, 0.001092]",2026-09-02T20:30:33.879514+00:00
14,agent,dast,DAST on GET query parameters,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5889,210,5728,0,6099,0,True,"[""http_get"", ""http_get""]","[0.566081, 0.000949]",2026-09-02T20:30:37.557347+00:00
15,agent,dast,DAST on GET query parameters,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,7927,267,5885,0,8194,0,True,"[""http_get"", ""http_get""]","[0.591698, 0.000958]",2026-09-02T20:30:42.890701+00:00
16,agent,dast,DAST on GET query parameters,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,10001,209,7923,0,10210,0,True,"[""http_get"", ""http_get""]","[0.581496, 0.001243]",2026-09-02T20:30:47.583417+00:00
17,agent,dast,DAST on GET query parameters,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,12206,234,9997,0,12440,0,True,"[""http_get"", ""http_get""]","[0.56342, 0.001007]",2026-09-02T20:30:52.793328+00:00
18,agent,dast,DAST on GET query parameters,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,14132,167,12202,0,14299,0,True,"[""http_get"", ""http_get""]","[0.592592, 0.001032]",2026-09-02T20:30:56.891836+00:00
19,reflect,dast,DAST on GET query parameters,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,14736,548,0,0,15284,0,True,[],[],2026-09-02T20:31:10.514050+00:00
20,agent,dast,DAST on GET query parameters,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,16966,124,0,0,17090,0,True,"[""http_get"", ""http_get""]","[0.578658, 0.001039]",2026-09-02T20:31:18.277455+00:00
21,agent,dast,DAST on GET query parameters,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,17906,301,16962,0,18207,0,True,"[""http_get"", ""http_get""]","[0.594051, 0.001164]",2026-09-02T20:31:24.130661+00:00
22,agent,dast,DAST on GET query parameters,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,19497,1287,17902,0,20784,0,True,"[""register_finding"", ""register_finding"", ""register_finding"", ""register_finding"", ""register_finding""]","[0.010951, 7.4e-05, 2.2e-05, 0.00095, 0.000672]",2026-09-02T20:31:45.128047+00:00
23,agent,dast,DAST on GET query parameters,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,20659,637,19493,0,21296,0,True,[],[],2026-09-02T20:31:55.683695+00:00
24,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5942,516,5015,0,6458,0,True,[],[],2026-09-02T20:32:04.024955+00:00
25,agent,dast,DAST on remaining endpoints,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3458,187,0,0,3645,0,True,"[""kb_list_dir"", ""kb_list_dir"", ""kb_list_dir""]","[0.006723, 2.9e-05, 1.8e-05]",2026-09-02T20:32:08.362407+00:00
26,agent,dast,DAST on remaining endpoints,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3675,258,3454,0,3933,0,True,"[""kb_get"", ""kb_get"", ""kb_get"", ""kb_get"", ""kb_list_dir"", ""kb_get""]","[0.008568, 0.000755, 0.000367, 0.001113, 3e-05, 0.000361]",2026-09-02T20:32:12.600877+00:00
27,agent,dast,DAST on remaining endpoints,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,4722,90,3671,0,4812,0,True,"[""kb_get"", ""kb_get""]","[0.005199, 0.000306]",2026-09-02T20:32:14.647530+00:00
28,agent,dast,DAST on remaining endpoints,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,6883,457,4718,0,7340,0,True,"[""login"", ""login""]","[0.114993, 0.00109]",2026-09-02T20:32:22.816536+00:00
29,agent,dast,DAST on remaining endpoints,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,7088,647,6879,0,7735,0,True,"[""http_post"", ""http_post"", ""http_get"", ""http_post"", ""http_post"", ""http_post"", ""http_get"", ""http_post""]","[2.341388, 6.7e-05, 4.8e-05, 3.7e-05, 0.001334, 3.9e-05, 3e-05, 5.3e-05]",2026-09-02T20:32:32.877601+00:00
30,agent,dast,DAST on remaining endpoints,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,16798,607,7084,0,17405,0,True,"[""http_get"", ""http_post"", ""http_post"", ""http_get"", ""http_get"", ""http_post"", ""http_post"", ""http_get""]","[2.29356, 4.1e-05, 4e-05, 3.6e-05, 0.001126, 2.6e-05, 3.3e-05, 1.9e-05]",2026-09-02T20:32:47.378907+00:00
31,agent,dast,DAST on remaining endpoints,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,21968,565,16794,0,22533,0,True,"[""http_get"", ""http_get"", ""http_post"", ""http_post"", ""http_post"", ""http_get"", ""http_get"", ""http_post"", ""http_post"", ""http_post""]","[2.84881, 5.6e-05, 2.2e-05, 2.8e-05, 3.2e-05, 0.001223, 2.8e-05, 1.8e-05, 2.3e-05, 2.3e-05]",2026-09-02T20:33:00.327349+00:00
32,agent,dast,DAST on remaining endpoints,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,28820,268,21964,0,29088,0,True,"[""http_post"", ""http_post"", ""http_post"", ""http_post""]","[0.680457, 4.9e-05, 0.00142, 3.7e-05]",2026-09-02T20:33:10.006828+00:00
33,reflect,dast,DAST on remaining endpoints,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,29098,590,0,0,29688,0,True,[],[],2026-09-02T20:33:29.164012+00:00
34,agent,dast,DAST on remaining endpoints,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,31311,611,0,0,31922,0,True,"[""http_post"", ""http_post"", ""http_post"", ""http_post"", ""http_post"", ""http_post"", ""http_post"", ""http_post"", ""http_post"", ""http_post""]","[2.845874, 5e-05, 4e-05, 3.8e-05, 3.4e-05, 0.001758, 3e-05, 3e-05, 2.5e-05, 2e-05]",2026-09-02T20:33:49.101822+00:00
35,agent,dast,DAST on remaining endpoints,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,40941,2772,31307,0,43713,0,True,"[""register_finding"", ""register_finding"", ""register_finding"", ""register_finding"", ""register_finding"", ""register_finding"", ""register_finding"", ""register_finding"", ""register_finding"", ""register_finding""]","[0.018858, 4.4e-05, 0.002939, 0.000447, 0.000636, 0.001174, 0.000906, 3.4e-05, 0.000896, 0.000218]",2026-09-02T20:34:40.648449+00:00
36,agent,dast,DAST on remaining endpoints,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,43397,97,40937,0,43494,0,True,"[""kb_list_dir""]",[0.0056],2026-09-02T20:34:43.676644+00:00
37,agent,dast,DAST on remaining endpoints,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,43596,881,43393,0,44477,0,True,[],[],2026-09-02T20:34:58.682534+00:00
38,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,6785,520,5938,0,7305,0,True,[],[],2026-09-02T20:35:07.244208+00:00
