order_index,call_type,agent,execution_name,model_name,input_tokens,output_tokens,cached_input_tokens,reasoning_tokens,total_tokens,retry_count,has_content,tool_calls,tool_durations,ts
0,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,2930,393,945,0,3323,0,True,[],[],2026-09-03T11:21:56.032967+00:00
1,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3794,170,0,0,3964,0,True,"[""kb_list_dir""]",[0.004511],2026-09-03T11:21:59.974275+00:00
2,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3862,153,3790,0,4015,0,True,"[""spider"", ""spider""]","[2.076811, 0.00115]",2026-09-03T11:22:02.517577+00:00
3,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5219,382,3858,0,5601,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[1.706264, 4.7e-05, 2.6e-05, 0.000987, 3e-05, 1.8e-05]",2026-09-03T11:22:10.596604+00:00
4,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,8692,228,5215,0,8920,0,True,"[""register_credentials"", ""register_credentials""]","[0.233914, 0.001491]",2026-09-03T11:22:16.836689+00:00
5,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,8952,128,8688,0,9080,0,True,"[""spider"", ""spider""]","[2.57879, 0.001476]",2026-09-03T11:22:19.454455+00:00
6,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,12645,465,8948,0,13110,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[2.349077, 6.5e-05, 4.2e-05, 3.7e-05, 0.001113, 3.3e-05, 2.3e-05, 2.5e-05]",2026-09-03T11:22:30.160453+00:00
7,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,21163,263,12641,0,21426,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[2.228618, 5.6e-05, 4e-05, 4e-05, 0.001245, 3.2e-05, 2.7e-05, 2.5e-05]",2026-09-03T11:22:39.394834+00:00
8,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,28356,281,21159,0,28637,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[2.19966, 5.1e-05, 3.9e-05, 2.2e-05, 0.001172, 2.3e-05, 2.9e-05, 1.4e-05]",2026-09-03T11:22:48.507699+00:00
9,reflect,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,31266,1001,0,0,32267,0,True,[],[],2026-09-03T11:23:15.605332+00:00
10,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,34178,84,0,0,34262,0,False,"[""kb_get""]",[0.00475],2026-09-03T11:23:27.756741+00:00
11,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,34233,52,34174,0,34285,0,False,"[""kb_list_dir""]",[0.005327],2026-09-03T11:23:29.058598+00:00
12,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,34285,50,34229,0,34335,0,False,"[""kb_list_dir""]",[0.004472],2026-09-03T11:23:30.350568+00:00
13,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,34333,1943,34281,0,36276,0,True,"[""register_finding""]",[0.006215],2026-09-03T11:24:00.164445+00:00
14,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,36277,513,34329,0,36790,0,True,[],[],2026-09-03T11:24:08.923890+00:00
15,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3680,90,2926,0,3770,0,True,[],[],2026-09-03T11:24:10.984576+00:00
16,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5599,1317,3676,0,6916,0,True,[],[],2026-09-03T11:24:29.792537+00:00
17,agent,dast,DAST user-related GET parameters,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3456,168,0,0,3624,0,True,"[""kb_get"", ""kb_list_dir""]","[0.005449, 0.000427]",2026-09-03T11:24:33.645270+00:00
