order_index,call_type,agent,execution_name,model_name,input_tokens,output_tokens,cached_input_tokens,reasoning_tokens,total_tokens,retry_count,has_content,tool_calls,tool_durations,ts
0,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,2930,373,945,0,3303,0,True,[],[],2026-09-03T06:58:11.180634+00:00
1,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3770,200,0,0,3970,0,True,"[""kb_list_dir""]",[0.005096],2026-09-03T06:58:15.702497+00:00
2,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3850,156,3766,0,4006,0,True,"[""spider"", ""spider""]","[3.11847, 0.001685]",2026-09-03T06:58:18.376217+00:00
3,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5202,340,3846,0,5542,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get""]","[1.172909, 5.4e-05, 0.001133, 3.7e-05]",2026-09-03T06:58:27.089424+00:00
4,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,7591,224,5198,0,7815,0,True,"[""register_credentials"", ""register_credentials""]","[0.231086, 0.001485]",2026-09-03T06:58:32.607625+00:00
5,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,7830,212,7587,0,8042,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[1.680949, 5.3e-05, 1.3e-05, 0.001452, 2.6e-05, 1.3e-05]",2026-09-03T06:58:36.452433+00:00
6,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,11274,335,7826,0,11609,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[2.246636, 7.5e-05, 6.5e-05, 4e-05, 0.001301, 4.4e-05, 3.3e-05, 1.6e-05]",2026-09-03T06:58:44.303828+00:00
7,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,19815,425,11270,0,20240,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[3.781622, 0.000101, 5.5e-05, 6.2e-05, 0.001584, 7.3e-05, 3.3e-05, 3e-05]",2026-09-03T06:58:55.777370+00:00
8,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,31348,258,19811,0,31606,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[1.669105, 8.2e-05, 4.6e-05, 0.001559, 4.5e-05, 3.1e-05]",2026-09-03T06:59:07.509360+00:00
9,reflect,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,36280,948,0,0,37228,0,True,[],[],2026-09-03T06:59:35.429946+00:00
10,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,39113,69,0,0,39182,0,False,"[""kb_list_dir""]",[0.004701],2026-09-03T06:59:49.155810+00:00
11,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,39161,1502,39109,0,40663,0,True,"[""register_finding""]",[0.006591],2026-09-03T07:00:13.084981+00:00
12,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,40677,57,39157,0,40734,0,False,"[""kb_get""]",[0.005389],2026-09-03T07:00:14.948413+00:00
13,agent,recon,Initial recon and login,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,42158,629,40673,0,42787,0,True,[],[],2026-09-03T07:00:25.741823+00:00
14,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3639,86,2926,0,3725,0,True,[],[],2026-09-03T07:00:27.799635+00:00
15,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5141,756,3635,0,5897,0,True,[],[],2026-09-03T07:00:39.083332+00:00
16,agent,dast,XSS test on GET query parameters,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3442,188,0,0,3630,0,True,"[""kb_list_dir"", ""kb_list_dir"", ""kb_list_dir""]","[0.007441, 0.000709, 3.1e-05]",2026-09-03T07:00:43.269835+00:00
17,agent,dast,XSS test on GET query parameters,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3609,106,3438,0,3715,0,True,"[""kb_get"", ""kb_get""]","[0.004573, 4.4e-05]",2026-09-03T07:00:45.277407+00:00
18,agent,dast,XSS test on GET query parameters,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5448,204,3605,0,5652,0,True,"[""login"", ""login""]","[0.079265, 0.00124]",2026-09-03T07:00:49.025297+00:00
19,agent,dast,XSS test on GET query parameters,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5599,304,5444,0,5903,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[2.200375, 5.3e-05, 3.2e-05, 2.5e-05, 0.001398, 3.2e-05, 2.2e-05, 1.8e-05]",2026-09-03T07:00:53.928423+00:00
20,agent,dast,XSS test on GET query parameters,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,10998,890,5595,0,11888,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[1.598342, 5.5e-05, 1.8e-05, 0.001866, 3.1e-05, 1.6e-05]",2026-09-03T07:01:10.767240+00:00
21,agent,dast,XSS test on GET query parameters,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,14014,1542,10994,0,15556,0,True,"[""register_finding""]",[0.00605],2026-09-03T07:01:35.977887+00:00
22,agent,dast,XSS test on GET query parameters,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,14646,430,14010,0,15076,0,True,[],[],2026-09-03T07:01:42.828576+00:00
23,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5953,434,5137,0,6387,0,True,[],[],2026-09-03T07:01:49.812930+00:00
24,agent,dast,XSS test on POST form fields,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3507,286,0,0,3793,0,True,"[""kb_list_dir"", ""kb_list_dir"", ""kb_list_dir""]","[0.00697, 0.00019, 2.9e-05]",2026-09-03T07:01:55.463179+00:00
