order_index,call_type,agent,execution_name,model_name,input_tokens,output_tokens,cached_input_tokens,reasoning_tokens,total_tokens,retry_count,has_content,tool_calls,tool_durations,ts
0,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,2993,367,945,0,3360,0,True,[],[],2026-09-01T15:17:17.000885+00:00
1,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3793,201,0,0,3994,0,True,"[""kb_list_dir""]",[0.003796],2026-09-01T15:17:21.378310+00:00
2,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3864,181,3789,0,4045,0,True,"[""http_get"", ""http_get""]","[0.618567, 0.00093]",2026-09-01T15:17:24.372613+00:00
3,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5521,409,3860,0,5930,0,True,"[""register_credentials"", ""register_credentials""]","[0.30141, 0.001333]",2026-09-01T15:17:31.486420+00:00
4,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5878,124,5517,0,6002,0,True,"[""spider"", ""spider""]","[3.116717, 0.001556]",2026-09-01T15:17:34.154837+00:00
5,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,9568,398,5874,0,9966,0,True,"[""http_get"", ""http_get""]","[0.556072, 0.000952]",2026-09-01T15:17:44.223016+00:00
6,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,11109,133,9564,0,11242,0,True,"[""http_get"", ""http_get""]","[0.551633, 0.001031]",2026-09-01T15:17:47.513660+00:00
7,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,12881,179,11105,0,13060,0,True,"[""http_get"", ""http_get""]","[0.553598, 0.001045]",2026-09-01T15:17:51.489078+00:00
8,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,14577,97,12877,0,14674,0,True,"[""http_get"", ""http_get""]","[0.554985, 0.001059]",2026-09-01T15:17:54.307071+00:00
9,reflect,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,14888,702,0,0,15590,0,True,[],[],2026-09-01T15:18:09.724760+00:00
