order_index,call_type,agent,execution_name,model_name,input_tokens,output_tokens,cached_input_tokens,reasoning_tokens,total_tokens,retry_count,has_content,tool_calls,tool_durations,ts
0,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,2993,347,0,0,3340,0,True,[],[],2026-09-02T21:58:23.114920+00:00
1,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3729,174,0,0,3903,0,True,"[""spider"", ""spider""]","[2.627221, 0.001707]",2026-09-02T21:58:27.110904+00:00
2,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5090,316,3725,0,5406,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[2.238454, 4.7e-05, 2.2e-05, 1.1e-05, 0.001535, 3.3e-05, 1.6e-05, 1.1e-05]",2026-09-02T21:58:34.930087+00:00
3,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,8031,213,5086,0,8244,0,True,"[""register_credentials"", ""register_credentials""]","[0.26875, 0.0015]",2026-09-02T21:58:41.459510+00:00
4,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,8268,112,8027,0,8380,0,True,"[""spider"", ""spider""]","[2.681401, 0.001487]",2026-09-02T21:58:43.910041+00:00
5,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,12128,260,8264,0,12388,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[2.24481, 5.3e-05, 4.4e-05, 2.4e-05, 0.002127, 4.1e-05, 2.8e-05, 1.3e-05]",2026-09-02T21:58:51.766721+00:00
6,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,18189,259,12124,0,18448,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[2.218227, 7.8e-05, 3.8e-05, 3.4e-05, 0.002185, 7.2e-05, 4.2e-05, 3.5e-05]",2026-09-02T21:58:59.873306+00:00
7,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,24780,229,18185,0,25009,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[2.365356, 0.000113, 7.7e-05, 5.4e-05, 0.002019, 4.7e-05, 2.8e-05, 2.5e-05]",2026-09-02T21:59:08.067356+00:00
8,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,35912,1907,24776,0,37819,0,True,"[""register_finding""]",[0.007206],2026-09-02T21:59:43.617615+00:00
9,reflect,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,34955,876,0,0,35831,0,True,[],[],2026-09-02T22:00:08.443649+00:00
10,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,37826,344,0,0,38170,0,True,[],[],2026-09-02T22:00:26.031841+00:00
11,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3397,89,2989,0,3486,0,True,[],[],2026-09-02T22:00:28.040953+00:00
12,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,4745,766,3393,0,5511,0,True,[],[],2026-09-02T22:00:39.454232+00:00
13,agent,dast,DAST on profile/users/posts/messages search params,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3383,221,0,0,3604,0,True,"[""kb_list_dir"", ""kb_list_dir"", ""kb_list_dir""]","[0.007611, 3.8e-05, 0.001188]",2026-09-02T22:00:44.087054+00:00
