order_index,call_type,agent,execution_name,model_name,input_tokens,output_tokens,cached_input_tokens,reasoning_tokens,total_tokens,retry_count,has_content,tool_calls,tool_durations,ts
0,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,2930,419,945,0,3349,0,True,[],[],2026-09-03T06:34:57.515196+00:00
1,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3810,280,0,0,4090,0,True,"[""spider"", ""spider""]","[2.602276, 0.001466]",2026-09-03T06:35:03.096008+00:00
2,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5159,133,3806,0,5292,0,True,"[""http_get"", ""http_get""]","[0.564856, 0.001175]",2026-09-03T06:35:08.376590+00:00
3,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,6321,93,5155,0,6414,0,True,"[""http_get"", ""http_get""]","[0.554435, 0.001199]",2026-09-03T06:35:11.025158+00:00
4,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,7523,102,6317,0,7625,0,True,"[""http_get"", ""http_get""]","[0.59077, 0.001238]",2026-09-03T06:35:13.814624+00:00
5,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,8664,247,7519,0,8911,0,True,"[""register_credentials"", ""register_credentials""]","[0.251269, 0.001404]",2026-09-03T06:35:18.717891+00:00
6,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,8925,111,8660,0,9036,0,True,"[""spider"", ""spider""]","[3.077699, 0.001799]",2026-09-03T06:35:21.173900+00:00
7,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,11261,276,8921,0,11537,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[2.37202, 7e-05, 4.6e-05, 4e-05, 0.001833, 5.8e-05, 2.8e-05, 2.5e-05]",2026-09-03T06:35:29.530121+00:00
8,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,20621,248,11257,0,20869,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[2.281144, 5.7e-05, 3.2e-05, 3.5e-05, 0.001962, 4e-05, 2.2e-05, 2.6e-05]",2026-09-03T06:35:38.846672+00:00
9,reflect,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,24579,941,0,0,25520,0,True,[],[],2026-09-03T06:36:03.044043+00:00
10,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,27301,279,0,0,27580,0,False,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[2.28821, 4.6e-05, 4.6e-05, 2.8e-05, 0.002176, 2.2e-05, 3.7e-05, 1.8e-05]",2026-09-03T06:36:16.138140+00:00
11,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,33336,293,27297,0,33629,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[2.285214, 4e-05, 4.5e-05, 5.2e-05, 0.002228, 2.8e-05, 3.4e-05, 3e-05]",2026-09-03T06:36:25.200116+00:00
12,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,40740,496,33332,0,41236,0,True,"[""http_post"", ""http_post"", ""http_post"", ""http_post"", ""http_post"", ""http_post"", ""http_post"", ""http_post""]","[2.240934, 6.6e-05, 3.4e-05, 1.8e-05, 0.002482, 3.7e-05, 2.2e-05, 1.7e-05]",2026-09-03T06:36:38.101951+00:00
13,agent,recon,Initial recon and authentication,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,46605,332,40736,0,46937,0,True,"[""http_get"", ""http_get"", ""http_post"", ""http_post"", ""http_get"", ""http_get"", ""http_post"", ""http_post""]","[3.901919, 5.9e-05, 5.1e-05, 3.7e-05, 0.003195, 3.6e-05, 3.3e-05, 2.3e-05]",2026-09-03T06:36:48.044502+00:00
